stationintlid, stationalphaid , canregcode, stationname, latdegmin, latitudecardinaldirection , londegmin, longitudecardinaldirection , stationelevation, terrainelevation, dataavailabilitycode, stationreliabilityflag
'61834','GUKU',NULL,'KISSIDOUGOU, GN',925,'N',1008,'W',525,NULL,'2','1'
'61847','GUMA',NULL,'MACENTA, GN',832,'N',930,'W',544,543,'2','1'
'61849','GUNZ',NULL,'NORTHnullZEREKORE, GN',745,'N',818,'W',470,NULL,'2','1'
'61856','GFLL',NULL,'LUNGI, SL',837,'N',1312,'W',27,25,'2','1'
'61866',NULL,NULL,'BONTHE, SL',732,'N',1230,'W',8,7,'2','1'
'61873',NULL,NULL,'MAKENI, SL',833,'N',1203,'W',84,NULL,'2','1'
'61877',NULL,NULL,'YELE, SL',825,'N',1150,'W',68,67,'2','1'
'61878',NULL,NULL,'NJALA, SL',806,'N',1206,'W',56,54,'2','1'
'61881',NULL,NULL,'BO, SL',757,'N',1146,'W',93,100,'2','1'
'61886',NULL,NULL,'KABALA, SL',935,'N',1133,'W',464,463,'2','1'
'61891',NULL,NULL,'DARU, SL',759,'N',1051,'W',186,185,'2','1'
'61892',NULL,NULL,'SEFADU, SL',839,'N',1058,'W',390,389,'2','1'
'61901',NULL,NULL,'ST. HELENA IS., HE',1556,'S',540,'W',436,435,'2','1'
'61902','FHAW',NULL,'WIDE AWAKE FIELD, AI',758,'S',1424,'W',79,86,'2','1'
'61931','FPST',NULL,'S. TOME, ST',23,'N',643,'E',13,8,'2','1'
'61934','FPPR',NULL,'PRINCIPE, ST',139,'N',725,'E',5,3,'2','1'
'61967','FJDG',NULL,'DIEGO GARCIA, IO',718,'S',7224,'E',3,1,'2','1'
'61968',NULL,NULL,'ILES GLORIEUSES, RE',1135,'S',4717,'E',4,3,'2','1'
'61970',NULL,NULL,'ILE JUAN DE NOVA, RE (AUT)',1703,'S',4243,'E',10,9,'2','1'
'61972',NULL,NULL,'ILE EUROPA, RE',2220,'S',4020,'E',13,12,'2','1'
'61974',NULL,NULL,'AGALEGA, MA',1023,'S',5636,'E',4,3,'2','1'
'61976',NULL,NULL,'SERGE-FROLOW (ILE TROMELIN)(AUT)',1553,'S',5431,'E',13,7,'2','1'
'61979',NULL,NULL,'LE COLORADO',2055,'S',5525,'E',NULL,743,'2','1'
'61980','FMEE',NULL,'GILLOT-AERO, RE',2054,'S',5532,'E',13,20,'2','1'
'61981',NULL,NULL,'LE PORT, RE',2056,'S',5517,'E',11,11,'2','1'
'61984','FMEP',NULL,'SAINT-PIERRE, RE',2120,'S',5529,'E',53,52,'2','1'
'61986',NULL,NULL,'ST. BRANDON (ST.RAPHAEL), MA (AUT)',1627,'S',5937,'E',4,2,'2','1'
'61988','FIMR',NULL,'RODRIGUES (POINT CANON), MA',1941,'S',6325,'E',59,58,'2','1'
'61989',NULL,NULL,'PLAINE CORAIL (RODRIGUES), MA',1945,'S',6322,'E',34,30,'2','1'
'61990','FIMP',NULL,'PLAISANCE MAURITIUS, MA',2026,'S',5740,'E',57,55,'2','1'
'61995',NULL,NULL,'VACOAS (MAURITIUS), MA',2018,'S',5730,'E',425,423,'2','1'
'61996',NULL,NULL,'MARTIN DE VIVIES (ILE AMSTERDAM)',3748,'S',7730,'E',29,27,'2','1'
'61997',NULL,NULL,'ALFRED FAURE (ILES CROZET), RE',4626,'S',5151,'E',146,146,'2','1'
'61998',NULL,NULL,'PORT-AUX-FRANCAIS (ILES KERGUELEN)',4921,'S',7015,'E',29,29,'2','1'
'62000','HSPN',NULL,'PORT SUDAN INTL, SU',1929,'N',3714,'E',NULL,41,'2','1'
'62000','HSNN',NULL,'NYALA, SU',1203,'N',2457,'E',NULL,642,'1','1'
'62000','HSWW',NULL,'WAU, SU',744,'N',2759,'E',NULL,467,'2','1'
'62000','HEBA',NULL,'BORG EL ARAB, EG',3055,'N',2942,'E',NULL,53,'2','1'
'62000','HEIS',NULL,'ISMAILIA, EG',3035,'N',3215,'E',NULL,3,'2','1'
'62000','HEMA',NULL,'MARSA ALAM INTL, EG',2533,'N',3435,'E',NULL,77,'2','1'
'62000','HEGO',NULL,'EL GOUNA, EG',2722,'N',3340,'E',NULL,15,'2','1'
'62000','HEAL',NULL,'AL ALAMAIN INTL, EG',3055,'N',2828,'E',NULL,44,'2','1'
'62000','HEOC',NULL,'OCTOBER, EG',2949,'N',3049,'E',NULL,246,'2','1'
'62000','HEDK',NULL,'DAKHLA, EG',2525,'N',2900,'E',NULL,187,'2','1'
'62000','HEGR',NULL,'EL GORA, EG',3104,'N',3409,'E',NULL,99,'2','1'
'62000','HEKG',NULL,'EL KHARGA, EG',2528,'N',3035,'E',NULL,59,'2','1'
'62000','HEAZ',NULL,'ALMAZA AFB, EG',3006,'N',3122,'E',NULL,91,'2','1'
'62000','HEOW',NULL,'SHARK EL OWEINAT INTL, EG',2235,'N',2843,'E',NULL,262,'2','1'
'62000','HLMB',NULL,'MARSA BREGA, LY',3023,'N',1935,'E',NULL,15,'2','1'
'62000','HLZA',NULL,'ZELLA 74, LY',2835,'N',1718,'E',NULL,331,'2','1'
'62000','HLZW',NULL,'ZWARA, LY',3257,'N',1201,'E',NULL,0,'2','1'
'62000','HLNF',NULL,'RAS LANUF OIL, LY',3030,'N',1832,'E',NULL,13,'2','1'
'62000','HLLQ',NULL,'EL BEIDA, LY',3247,'N',2158,'E',NULL,657,'1','1'
'62000','HLGL',NULL,'WAREHOUSE 59E, LY',2838,'N',2126,'E',NULL,99,'2','1'
'62000','HLON',NULL,'HON, LY',2907,'N',1558,'E',NULL,280,'2','1'
'62000','HLFL',NULL,'BU ATTIFEL, LY',2848,'N',2205,'E',NULL,49,'2','1'
'62000','HLGD',NULL,'SIRTE, LY',3104,'N',1636,'E',NULL,81,'2','1'
'62000','HLRA',NULL,'DAHRA, LY',2928,'N',1756,'E',NULL,320,'2','1'
'62000','HLUB',NULL,'UBARI, LY',2634,'N',1249,'E',NULL,423,'2','1'
'62000','HLLM',NULL,'MITIGA, LY',3254,'N',1317,'E',NULL,11,'2','1'
'62002',NULL,NULL,'NALUT, LY',3152,'N',1059,'E',621,620,'1','1'
'62007',NULL,NULL,'ZUARA, LY',3253,'N',1205,'E',3,3,'2','1'
'62008',NULL,NULL,'YEFREN, LY',3205,'N',1233,'E',691,691,'1','1'
'62010','HLLT',NULL,'TRIPOLI INTERNATIONAL AIRPORT, LY',3242,'N',1305,'E',NULL,63,'2','1'
'62010',NULL,NULL,'SWANI, LY',3244,'N',1304,'E',NULL,64,'2','1'
'62011',NULL,NULL,'GARIAN, LY',3209,'N',1300,'E',NULL,728,'1','1'
'62012',NULL,NULL,'EL KHOMS, LY',3238,'N',1418,'E',22,21,'2','1'
'62014',NULL,NULL,'BENWLID, LY',3144,'N',1401,'E',259,NULL,'2','1'
'62016',NULL,NULL,'MISURATA, LY',3225,'N',1503,'E',32,32,'2','1'
'62018',NULL,NULL,'ABU NJAYM, LY',3034,'N',1543,'E',90,NULL,'2','1'
'62019',NULL,NULL,'SIRTE, LY',3112,'N',1635,'E',14,13,'2','1'
'62053','HLLB',NULL,'BENINA, LY',3206,'N',2016,'E',132,131,'2','1'
'62054',NULL,NULL,'AL-MARJ, LY',3231,'N',2053,'E',335,334,'2','1'
'62055',NULL,NULL,'AGEDABIA, LY',3043,'N',2010,'E',7,6,'2','1'
'62056',NULL,NULL,'SHAHAT, LY',3248,'N',2153,'E',648,649,'1','1'
'62059',NULL,NULL,'DERNA, LY',3247,'N',2235,'E',26,26,'2','1'
'62062',NULL,NULL,'TOBRUK, LY',3206,'N',2356,'E',51,50,'2','1'
'62103','HLTD',NULL,'GHADAMES, LY',3008,'N',930,'E',347,346,'2','1'
'62120',NULL,NULL,'GARIAT EL-SHARGHIA, LY',3023,'N',1335,'E',497,496,'2','1'
'62121',NULL,NULL,'EL HAMADA, LY (AUT)',2931,'N',1256,'E',623,NULL,'1','1'
'62124','HLLS',NULL,'SEBHA, LY',2701,'N',1427,'E',432,435,'2','1'
'62131',NULL,NULL,'HON, LY',2907,'N',1557,'E',267,NULL,'2','1'
'62145',NULL,NULL,'OIL PLATFORM NORTH SEA',5306,'N',248,'E',NULL,30,'2','1'
'62161',NULL,NULL,'JALO, LY',2902,'N',2134,'E',60,59,'2','1'
'62176',NULL,NULL,'GIARABUB, LY',2945,'N',2432,'E',-1,-2,'1','1'
'62200',NULL,NULL,'OBARI, LY',2636,'N',1247,'E',463,463,'2','1'
'62212','HLGT',NULL,'GHAT, LY',2508,'N',1009,'E',693,699,'3','1'
'62225',NULL,NULL,'TRAGEN, LIBYA',2556,'N',1427,'E',NULL,421,'2','1'
'62259',NULL,NULL,'TAZERBO, LY',2548,'N',2108,'E',261,260,'2','1'
'62271','HLKF',NULL,'KUFRA, LY',2413,'N',2318,'E',436,417,'2','1'
'62300',NULL,NULL,'SALLOUM, EG',3132,'N',2511,'E',6,6,'2','1'
'62301',NULL,NULL,'SIDI BARRANIPOLLUTION, EG',3137,'N',2554,'E',25,23,'2','1'
'62305',NULL,NULL,'SALLUM PLATEAU, EG',3134,'N',2508,'E',6,180,'2','1'
'62306','HEMM',NULL,'MERSA MATRUH, EG',3120,'N',3713,'E',28,25,'2','1'
'62309',NULL,NULL,'DABAA, EG',3101,'N',2826,'E',18,17,'2','1'
'62315',NULL,NULL,'PORT ALEXANDRIA, EG',3111,'N',2952,'E',14,17,'2','1'
'62318','HEAX',NULL,'ALEXANDRIA-NOUZHA, EG',3110,'N',2956,'E',7,-2,'2','1'
'62324',NULL,NULL,'ROSETTA, EG',3127,'N',3022,'E',3,1,'2','1'
'62325',NULL,NULL,'BALTIM, EG',3133,'N',3106,'E',2,1,'2','1'
'62329',NULL,NULL,'PORT DAMIETTA, EG',3128,'N',3146,'E',4,NULL,'2','1'
'62330',NULL,NULL,'DAMIETTA, EG',3125,'N',3149,'E',3,1,'2','1'
'62332','HEPS',NULL,'PORT SAID/EL GAMIL, EG',3117,'N',3214,'E',6,3,'2','1'
'62333',NULL,NULL,'PORT SAID, EG',3116,'N',3218,'E',6,6,'2','1'
'62335',NULL,NULL,'RAFAH-AGRIMET, EG',3112,'N',3412,'E',75,73,'2','1'
'62336',NULL,NULL,'EL ARISH-AGRIMET, EG',3105,'N',3349,'E',17,27,'2','1'
'62337','HEAR',NULL,'EL ARISH, EG',3105,'N',3349,'E',32,31,'2','1'
'62338',NULL,NULL,'GHAZZA, EG',3130,'N',3427,'E',16,10,'2','1'
'62339',NULL,NULL,'DAMANHOUR, EG',3102,'N',3028,'E',NULL,2,'2','1'
'62345',NULL,NULL,'TAHRIR, EG',3039,'N',3042,'E',16,15,'2','1'
'62354',NULL,NULL,'ZAGAZIG, EG',3035,'N',3130,'E',13,8,'2','1'
'62357',NULL,NULL,'WADIEL NATROON, EG',3024,'N',3021,'E',1,49,'2','1'
'62360',NULL,NULL,'SHEBIN EL KOM, EG',3036,'N',3101,'E',13,11,'2','1'
'62366','HECA',NULL,'CAIRO AIRPORT, EG',3006,'N',3124,'E',74,116,'2','1'
'62369',NULL,NULL,'BAHTIM-AGRIMET, EG',3008,'N',3115,'E',16,16,'2','1'
'62371',NULL,NULL,'CAIRO H.Q, EG',3005,'N',3117,'E',26,34,'2','1'
'62373',NULL,NULL,'EMBABA, EG',3004,'N',3111,'E',19,19,'2','1'
'62375',NULL,NULL,'GIZA-AGRIMET, EG',3003,'N',3113,'E',23,18,'2','1'
'62378',NULL,NULL,'HELWAN, EG',2952,'N',3120,'E',141,139,'2','1'
'62381',NULL,NULL,'FAYOUM, EG',2918,'N',3051,'E',23,23,'2','1'
'62387',NULL,NULL,'MINYA, EG',2805,'N',3044,'E',40,37,'2','1'
'62389',NULL,NULL,'MALWY-AGRIMET, EG',2742,'N',3045,'E',44,44,'2','1'
'62392',NULL,NULL,'ASYUT-AGRIMET, EG',2712,'N',3110,'E',52,52,'2','1'
'62393','HEAT',NULL,'ASYUT, EG',2703,'N',3101,'E',70,226,'2','1'
'62397',NULL,NULL,'MOUBARK AIRPORT',2620,'N',3144,'E',97,92,'2','1'
'62403',NULL,NULL,'SOUTH OF VALLEY UNIVERSITY, EG',2612,'N',3245,'E',96,NULL,'2','1'
'62405','HELX',NULL,'LUXOR, EG',2540,'N',3242,'E',99,93,'2','1'
'62408',NULL,NULL,'EDFOU, EG',2459,'N',3249,'E',89,88,'2','1'
'62411',NULL,NULL,'KAWM UMBU, EG',2429,'N',3257,'E',102,102,'2','1'
'62414','HESN',NULL,'ASSWAN, EG',2358,'N',2347,'E',194,200,'2','1'
'62417',NULL,NULL,'SIWA, EG',2912,'N',2529,'E',-13,-15,'1','1'
'62419','HEBL',NULL,'ABU SIMBEL, EG',2222,'N',3137,'E',192,188,'2','1'
'62420',NULL,NULL,'BAHARIA, EG',2820,'N',2852,'E',130,127,'2','1'
'62423',NULL,NULL,'FARAFRA, EG',2703,'N',2759,'E',78,NULL,'2','1'
'62425',NULL,NULL,'SHARK-EL-OUINAT, EG',2228,'N',2842,'E',275,274,'2','1'
'62432',NULL,NULL,'DAKHLA, EG',2530,'N',2858,'E',117,107,'2','1'
'62433',NULL,NULL,'LUXOR, EG',2540,'N',3242,'E',88,88,'2','1'
'62435',NULL,NULL,'KHARGA, EG',2527,'N',3032,'E',73,78,'2','1'
'62440',NULL,NULL,'ISMAILIA, EG',3036,'N',3215,'E',13,12,'2','1'
'62450',NULL,NULL,'EL-SUEZ, EG',2956,'N',3233,'E',3,3,'2','1'
'62452',NULL,NULL,'NEKHEL, EG',2955,'N',3344,'E',403,401,'2','1'
'62453',NULL,NULL,'ELHASANA, EG',3027,'N',3346,'E',NULL,255,'2','1'
'62454',NULL,NULL,'BEAR EL ABD, EG',3058,'N',3246,'E',24,17,'2','1'
'62455',NULL,NULL,'RAS SEDR, EG',2935,'N',3243,'E',16,3,'2','1'
'62456','HETB',NULL,'TABA AIRPORT',2936,'N',3447,'E',749,749,'1','1'
'62457',NULL,NULL,'SANT KATREIN AIRPORT, EG',2841,'N',3403,'E',1350,1331,'1','1'
'62458',NULL,NULL,'ABURDEES',2854,'N',3311,'E',8,5,'2','1'
'62459','HETR',NULL,'EL TOR, EG',2812,'N',3338,'E',14,21,'2','1'
'62460','HESH',NULL,'SHARM EL SHEIKH, EG',2758,'N',3423,'E',51,49,'2','1'
'62462',NULL,NULL,'JIYANKLIS NEW, EG',3049,'N',3011,'E',15,15,'2','1'
'62463','HEGN',NULL,'HURGHADA, EG',2709,'N',3343,'E',14,16,'2','1'
'62464',NULL,NULL,'HURGHADA, EG',2717,'N',3344,'E',7,7,'2','1'
'62465',NULL,NULL,'KOSSEIR, EG',2608,'N',3415,'E',11,15,'2','1'
'62467',NULL,NULL,'DAHAB, EG',2829,'N',3430,'E',19,18,'2','1'
'62476',NULL,NULL,'SHALATIN, EG',2308,'N',3535,'E',21,19,'2','1'
'62600','HSSW',NULL,'WADI HALFA, SU',2149,'N',3121,'E',190,183,'2','1'
'62615',NULL,NULL,'HALIB',2213,'N',3639,'E',2,2,'2','1'
'62620',NULL,NULL,'STATION NO 6, SU',2045,'N',3233,'E',468,468,'1','1'
'62635',NULL,NULL,'ARBAT',1950,'N',3658,'E',120,NULL,'2','1'
'62640',NULL,NULL,'ABU HAMED',1932,'N',3319,'E',312,312,'2','1'
'62641','HSSP',NULL,'PORT SUDAN, SU',1935,'N',3713,'E',42,3,'2','1'
'62650','HSDN',NULL,'DONGOLA, SU',1910,'N',3029,'E',226,226,'2','1'
'62652',NULL,NULL,'SUAKIN',1906,'N',3720,'E',3,NULL,'2','1'
'62660',NULL,NULL,'KARIMA',1833,'N',3151,'E',249,249,'2','1'
'62661',NULL,NULL,'GEBEIT, US',1857,'N',3650,'E',NULL,796,'1','1'
'62670',NULL,NULL,'HAIYA',1820,'N',3622,'E',639,639,'3','1'
'62671',NULL,NULL,'TOKAR',1826,'N',3744,'E',19,19,'2','1'
'62675',NULL,NULL,'AGIG',1814,'N',3811,'E',2,2,'2','1'
'62680','HSAT',NULL,'ATBARA, SU',1742,'N',3358,'E',345,347,'2','1'
'62682',NULL,NULL,'HUDEIBA',1734,'N',3356,'E',350,NULL,'2','1'
'62700',NULL,NULL,'SHENDI',1642,'N',3326,'E',360,360,'2','1'
'62721','HSSS',NULL,'KHARTOUM, SU',1536,'N',3233,'E',380,382,'2','1'
'62722',NULL,NULL,'AROMA',1550,'N',3609,'E',431,430,'2','1'
'62723',NULL,NULL,'SHAMBAT OBSERVATORY',1540,'N',3232,'E',380,NULL,'2','1'
'62730','HSKA',NULL,'KASSALA, SU',1528,'N',3624,'E',500,500,'2','1'
'62733',NULL,NULL,'HALFA EL GAIDIDA',1519,'N',3536,'E',451,451,'2','1'
'62740',NULL,NULL,'KUTUM',1412,'N',2440,'E',1160,1160,'1','1'
'62750',NULL,NULL,'ED DUEIM',1400,'N',3220,'E',378,378,'2','1'
'62751',NULL,NULL,'WAD MEDANI',1424,'N',3329,'E',408,408,'2','1'
'62752','HSGF',NULL,'GEDAREF, SU',1402,'N',3524,'E',599,599,'2','1'
'62755',NULL,NULL,'MANAQIL',1415,'N',3300,'E',410,410,'2','1'
'62756',NULL,NULL,'SAVDIRI, SU',1425,'N',2905,'E',536,536,'2','1'
'62760','HSFS',NULL,'EL FASHER, SU',1337,'N',2520,'E',730,733,'3','1'
'62761',NULL,NULL,'HAG ABDULLA, SD',1357,'N',3335,'E',417,417,'2','1'
'62762','HSNR',NULL,'SENNAR, SU',1333,'N',3337,'E',418,418,'2','1'
'62770','HSGN',NULL,'GENINA, SU',1329,'N',2227,'E',805,805,'1','1'
'62771','HSOB',NULL,'EL OBEID, SU',1310,'N',3014,'E',574,574,'2','1'
'62772','HSKI',NULL,'AROMA, SU',1310,'N',3240,'E',381,381,'2','1'
'62773',NULL,NULL,'SINGA, SD',1310,'N',3357,'E',NULL,437,'2','1'
'62774',NULL,NULL,'UMM BENIN',1304,'N',3357,'E',435,NULL,'2','1'
'62780',NULL,NULL,'ZALINGEI',1254,'N',2329,'E',900,900,'1','1'
'62781',NULL,NULL,'EN NAHUD',1242,'N',2826,'E',564,565,'2','1'
'62790','HSNL',NULL,'NYALA, SU',1203,'N',2453,'E',643,NULL,'1','1'
'62795',NULL,NULL,'ABU NAnullAMA',1244,'N',3408,'E',445,445,'2','1'
'62801','HSRN',NULL,'RENK, SU',1145,'N',3247,'E',282,282,'2','1'
'62803',NULL,NULL,'RASHAD',1152,'N',3103,'E',885,884,'1','1'
'62805','HSDZ',NULL,'DAMAZINE, SU',1147,'N',3423,'E',470,474,'2','1'
'62809',NULL,NULL,'BABANUSA',1120,'N',2749,'E',453,NULL,'2','1'
'62810','HSLI',NULL,'KADOGLLI, SU',1100,'N',2943,'E',499,499,'2','1'
'62820',NULL,NULL,'KURMUK',1033,'N',3417,'E',689,689,'1','1'
'62840','HSSM',NULL,'MALKAL, SU',933,'N',3139,'E',388,387,'2','1'
'62850',NULL,NULL,'AWEIL',846,'N',2724,'E',414,414,'2','1'
'62860',NULL,NULL,'NASIR',837,'N',3304,'E',399,399,'2','1'
'62871',NULL,NULL,'RAGA',828,'N',2541,'E',545,545,'2','1'
'62880',NULL,NULL,'WAU',742,'N',2801,'E',438,438,'2','1'
'62881',NULL,NULL,'AKOBO',747,'N',3301,'E',402,402,'2','1'
'62940',NULL,NULL,'YAMBIO',434,'N',2824,'E',649,649,'1','1'
'62941','HSSJ',NULL,'JUBA, SU',452,'N',3136,'E',457,460,'2','1'
'63000','HAGM',NULL,'GAMBELLA, ET',808,'N',3434,'E',NULL,540,'2','1'
'63000','HAAL',NULL,'LIDETA, ET',900,'N',3844,'E',NULL,2362,'1','1'
'63000','HAMK',NULL,'MAKALE, ET',1328,'N',3932,'E',NULL,2257,'1','1'
'63000','HALL',NULL,'LALIBELLA, ET',1159,'N',3859,'E',NULL,1958,'1','1'
'63000','HASO',NULL,'ASOSA, ET',1001,'N',3435,'E',NULL,1561,'1','1'
'63000','HAAX',NULL,'AXUM, ET',1409,'N',3846,'E',NULL,2108,'1','1'
'63000','HULI',NULL,'LIRA, UG',215,'N',3254,'E',1091,1091,'1','1'
'63000','HUKA',NULL,'KAKIRA, UG',30,'N',3316,'E',1189,1189,'1','1'
'63000','HUKK',NULL,'KAKIRA, UG',30,'N',3316,'E',1189,1189,'1','1'
'63000','HUKI',NULL,'KISORO, UG',117,'S',2943,'E',NULL,1892,'1','1'
'63000','HCMK',NULL,'KISIMAYU, SO',23,'S',4228,'E',NULL,15,'2','1'
'63000','HDCH',NULL,'CHEBELLEY, DJ',1131,'N',4304,'E',NULL,85,'2','1'
'63000','HHSB',NULL,'ASSAB INTL, ER',1304,'N',4239,'E',NULL,14,'2','1'
'63000','HHMS',NULL,'MASSAWA INTL, ER',1540,'N',3922,'E',NULL,59,'2','1'
'63000','HKRE',NULL,'EASTLEIGH, KE',117,'S',3652,'E',NULL,1640,'1','1'
'63000','HKLK',NULL,'LOKICHOGIO, KE',412,'N',3421,'E',NULL,632,'1','1'
'63000','FSSD',NULL,'DENIS ISLAND',435,'S',5557,'E',3,3,'2','1'
'63000','FSAS',NULL,'ASSUMPTION ISLAND, SE',945,'S',4630,'E',NULL,3,'2','1'
'63000','FSSC',NULL,'COETIVY, SE',708,'S',5617,'E',NULL,3,'2','1'
'63000','FSFA',NULL,'FARQUHAR, SE',1007,'S',5111,'E',NULL,3,'2','1'
'63000','FSAL',NULL,'ALPHONSE, SE',700,'S',5244,'E',NULL,3,'2','1'
'63000','FSPP',NULL,'PRASLIN, SE',419,'S',5541,'E',NULL,3,'2','1'
'63000','FSDR',NULL,'DESROCHES, SE',542,'S',5339,'E',NULL,3,'2','1'
'63000','HTKI',NULL,'KILWA MASOKO, TANSANIA',855,'S',3930,'E',NULL,18,'2','1'
'63000','HKMI',NULL,'MARALAL KISIMA',57,'N',3648,'E',NULL,1811,'2','1'
'63000','HKJK',NULL,'NAIROBI /JOMO KEN',119,'S',3655,'E',19,13,'2','1'
'63000','HTSU',NULL,'SUMBAWANGA',757,'S',3140,'E',1804,NULL,'1','1'
'63006',NULL,NULL,'NACFA, ER',1640,'N',3820,'E',1676,NULL,'1','1'
'63013',NULL,NULL,'AGORDAT, ER',1533,'N',3753,'E',626,NULL,'1','1'
'63021','HHAS',NULL,'ASMARA, ER',1517,'N',3855,'E',2325,NULL,'1','1'
'63023','HAMS',NULL,'MASSAWA, ER',1537,'N',3927,'E',10,NULL,'2','1'
'63043','HASB',NULL,'ASSAB, ER',1304,'N',4243,'E',14,NULL,'2','1'
'63100','HDAM',NULL,'DJIBOUTI AMBOULI',1133,'N',4309,'E',15,13,'2','1'
'63125',NULL,NULL,'DJIBOUTI, DJ',1133,'N',4309,'E',19,13,'2','1'
'63126',NULL,NULL,'DJIBOUTI SO REP/PLATEAU DU S',1136,'N',4309,'E',7,7,'2','1'
'63145',NULL,NULL,'OBOLEH, DJ',1110,'N',4243,'E',NULL,777,'1','1'
'63150',NULL,NULL,'BORAMA',957,'N',4311,'E',1454,NULL,'1','1'
'63160','HCMI',NULL,'BERBERA',1025,'N',4501,'E',9,NULL,'2','1'
'63170','HCMH',NULL,'HARGEISA',930,'N',4405,'E',1326,NULL,'1','1'
'63175','HCMV',NULL,'BURAO',931,'N',4534,'E',1032,NULL,'1','1'
'63180',NULL,NULL,'ERIGAVO',1038,'N',4722,'E',1743,NULL,'1','1'
'63190',NULL,NULL,'LAS-ANOD',830,'N',4722,'E',700,NULL,'1','1'
'63200',NULL,NULL,'ALULA',1157,'N',5044,'E',2,NULL,'2','1'
'63210','HCMF',NULL,'BOSASO',1117,'N',4911,'E',2,NULL,'2','1'
'63220',NULL,NULL,'SCUSCIUBAN',1018,'N',5014,'E',344,NULL,'2','1'
'63225',NULL,NULL,'GARDO',931,'N',4905,'E',812,NULL,'1','1'
'63227',NULL,NULL,'GAROE, SI',757,'N',4830,'E',NULL,NULL,'2','1'
'63228',NULL,NULL,'EIL',757,'N',4947,'E',NULL,NULL,'1','1'
'63230',NULL,NULL,'GALCAYO',651,'N',4716,'E',302,NULL,'2','1'
'63235',NULL,NULL,'OBBIA',520,'N',4834,'E',10,NULL,'2','1'
'63237',NULL,NULL,'EL BUR',442,'N',4637,'E',175,NULL,'2','1'
'63240','HCMN',NULL,'BELET UEN',442,'N',4513,'E',173,NULL,'2','1'
'63245',NULL,NULL,'HUDDUR',411,'N',4352,'E',NULL,NULL,'1','1'
'63247',NULL,NULL,'ISCIA BAIDOA',308,'N',4340,'E',487,NULL,'2','1'
'63248',NULL,NULL,'LUG-GANANE',335,'N',4227,'E',NULL,NULL,'1','1'
'63250',NULL,NULL,'BARDERA',221,'N',4218,'E',116,NULL,'2','1'
'63260','HCMM',NULL,'MOGADISHU, SO',202,'N',4521,'E',9,NULL,'2','1'
'63270',NULL,NULL,'CHISIMAIO',22,'S',4226,'E',10,NULL,'2','1'
'63330',NULL,NULL,'MAKELE, ET',1330,'N',3929,'E',2070,NULL,'1','1'
'63331','HAGN',NULL,'GONDAR, ET',1233,'N',3725,'E',1967,NULL,'1','1'
'63332','HABD',NULL,'BAHAR DAR, ET',1136,'N',3725,'E',1770,NULL,'1','1'
'63333','HADC',NULL,'COMBOLCHA, ET',1107,'N',3944,'E',1903,NULL,'1','1'
'63334','HADM',NULL,'DEBREMARCOS, ET',1020,'N',3740,'E',2515,NULL,'1','1'
'63340',NULL,NULL,'LEKEMTE, ET',905,'N',3627,'E',2080,NULL,'1','1'
'63402','HAJM',NULL,'JIMMA, ET',740,'N',3650,'E',1725,NULL,'1','1'
'63403','HAGR',NULL,'GORE, ET',809,'N',3532,'E',2002,NULL,'1','1'
'63405',NULL,NULL,'DEMBIDOLO, ET',835,'N',3853,'E',1585,1585,'1','1'
'63450','HAAB',NULL,'ADDIS ABABA-BOLE, ET',902,'N',3845,'E',2354,NULL,'3','1'
'63451','HAHM',NULL,'HARAR MEDA, ET',844,'N',3857,'E',1900,NULL,'1','1'
'63453',NULL,NULL,'METEHARA, ET',852,'N',3954,'E',930,NULL,'1','1'
'63460','HALA',NULL,'AWASSA, ET',705,'N',3829,'E',1750,NULL,'1','1'
'63471','HADR',NULL,'DIREDAWA, ET',936,'N',4151,'E',1260,NULL,'1','1'
'63474',NULL,NULL,'ROBE/BALE, ET',708,'N',4000,'E',2480,NULL,'1','1'
'63475',NULL,NULL,'GABRE DARE, ET',645,'N',4416,'E',450,NULL,'2','1'
'63478','HAGO',NULL,'GODE, ET',554,'N',4335,'E',295,NULL,'2','1'
'63500','HAAM',NULL,'ARBA MINCH, ET',605,'N',3738,'E',1290,NULL,'1','1'
'63533',NULL,NULL,'NEGHELLE, ET',520,'N',3934,'E',1544,NULL,'3','1'
'63600','HTSY',NULL,'SHINYANGA, TN',330,'S',3300,'E',1100,NULL,'1','1'
'63602','HUAR',NULL,'ARUA',303,'N',3055,'E',1211,1204,'1','1'
'63612','HKLO',NULL,'LODWAR',307,'N',3537,'E',515,506,'2','1'
'63619','HKMY',NULL,'MOYALE',335,'N',3903,'E',NULL,1112,'1','1'
'63624','HKMA',NULL,'MANDERA',356,'N',4152,'E',231,230,'2','1'
'63628',NULL,NULL,'PARAA',218,'N',3135,'E',NULL,693,'1','1'
'63630','HUGU',NULL,'GULU',245,'N',3220,'E',1105,1104,'1','1'
'63631',NULL,NULL,'LIRA, UG',217,'S',3256,'E',NULL,1189,'1','1'
'63641','HKMB',NULL,'MARSABIT',220,'N',3759,'E',NULL,1345,'1','1'
'63654','HUMI',NULL,'MASINDI',141,'N',3143,'E',1147,1146,'1','1'
'63658','HUSO',NULL,'SOROTI',143,'N',3337,'E',1123,1132,'1','1'
'63661','HKKT',NULL,'KITALE',101,'N',3500,'E',1875,1890,'1','1'
